,review,clean_text_stopward,clean_text,dominant_topic
1039,"Why has mc Donald's gotten so slow... I hate coming here anyway. And, the service does not make it any better.","Why mc Donald's gotten slow... I hate coming anyway. And, service make better.",mc donald gotten slow hate coming anyway service make better,1
1040,"Worst McDonalds ever. Cashier left the drive thru stand to converse with her coworkers, and with cars behind me I had to pull forward. Dude had the nerve to ask me to get out of the car so I could pay. Had to wait ridiculously long for large fries. Place is a mess.","Worst McDonalds ever. Cashier left drive thru stand converse coworkers, cars behind I pull forward. Dude nerve ask get car I could pay. Had wait ridiculously long large fries. Place mess.",worst mcdonalds ever cashier left drive thru stand converse coworkers car behind pull forward dude nerve ask get car could pay wait ridiculously long large fry place mess,1
1041,"My son wanted some chicken nuggets so we stopped by this McDonald's at 8:30 PM last nigh (Friday). The drive-thru line had about six or seven cars so I decided to go in and order to save some time. Guess what, there were still customers inside and the doors were locked. After knocking on the doors, a man from inside told me that the dinning room is closed and ask me to use the drive-thru window. Are you kidding me? Dinning room closed at 8:30 PM? Needless to say, we left without even ordering.","My son wanted chicken nuggets stopped McDonald's 8:30 PM last nigh (Friday). The drive-thru line six seven cars I decided go order save time. Guess what, still customers inside doors locked. After knocking doors, man inside told dinning room closed ask use drive-thru window. Are kidding me? Dinning room closed 8:30 PM? Needless say, left without even ordering.",son wanted chicken nugget stopped mcdonald pm last nigh friday drive thru line six seven car decided go order save time guess still customer inside door locked knocking door man inside told dinning room closed ask use drive thru window kidding dinning room closed pm needle say left without even ordering,9
1042,"I usually eat breakfast here when im flying out. Even though its fast food. Breakfast comes out hot and fast, polite staff, and everytime i come i see lil wayne he works there.","I usually eat breakfast im flying out. Even though fast food. Breakfast comes hot fast, polite staff, everytime come see lil wayne works there.",usually eat breakfast im flying even though fast food breakfast come hot fast polite staff everytime come see lil wayne work,8
1043,"Whenever I travel alone, I tend to focus on trying places I'd never see at home. ξBut whenever I travel with others, which is often, there is almost always someone who can't stomach the idea of eating something that isn't familiar to them, so hence, I find myself at Mickey D's. ξThis one out of Terminal B is especially atrocious, even for the mediocre benchmarks of McDonalds nationwide. ξI eventually fled to the adjacent Panchito (yelp.com/biz/panchitos-m��_) which was equally terrible.The service at McDonalds is never particularly outstanding, but when it is, it's especially worth noting, I just wish this place had it. ξThe woman at the register was painfully slow, which on airport time can be excruciating. ξAfter paying the demons of airport overpricing, we continued to wait and wait ... to the point where I had to ask if our food was ever coming out.Oh. ξThe fryer's broken? ξThanks for telling me that awhile ago when I ordered the stuff in the first place. ξWait, there are some nuggets / fries that are already made? ξThat doesn't sound particularly appetizing either. ξBut who am I to complain? ξThis is fast food after all.In the interest of saving time we grab the sack of soggy french fries and crazy hard nuggets while I sip on a deflated coke. ξHow does one screw up a soft drink? ξIt still managed to happen here. ξAnd though I'm not one to shy away from complaining, it was already too late. ξAll of these discoveries were made while in our plane. ξCurses.","Whenever I travel alone, I tend focus trying places I'd never see home. ξBut whenever I travel others, often, almost always someone can't stomach idea eating something familiar them, hence, I find Mickey D's. ξThis one Terminal B especially atrocious, even mediocre benchmarks McDonalds nationwide. eventually fled adjacent Panchito (yelp.com/biz/panchitos-m��_) equally terrible.The service McDonalds never particularly outstanding, is, especially worth noting, I wish place it. ξThe woman register painfully slow, airport time excruciating. ξAfter paying demons airport overpricing, continued wait wait ... point I ask food ever coming out.Oh. ξThe fryer's broken? ξThanks telling awhile ago I ordered stuff first place. ξWait, nuggets / fries already made? ξThat sound particularly appetizing either. ξBut I complain? ξThis fast food all.In interest saving time grab sack soggy french fries crazy hard nuggets I sip deflated coke. ξHow one screw soft drink? ξIt still managed happen here. ξAnd though I'm one shy away complaining, already late. ξAll discoveries made plane. ξCurses.",whenever travel alone tend focus trying place never see home ξbut whenever travel others often almost always someone stomach idea eating something familiar hence find mickey ξthis one terminal b especially atrocious even mediocre benchmark mcdonalds nationwide ξi eventually fled adjacent panchito yelp com biz panchitos equally terrible service mcdonalds never particularly outstanding especially worth noting wish place ξthe woman register painfully slow airport time excruciating ξafter paying demon airport overpricing continued wait wait point ask food ever coming oh ξthe fryer broken ξthanks telling awhile ago ordered stuff first place ξwait nugget fry already made ξthat sound particularly appetizing either ξbut complain ξthis fast food interest saving time grab sack soggy french fry crazy hard nugget sip deflated coke ξhow one screw soft drink ξit still managed happen ξand though one shy away complaining already late ξall discovery made plane ξcurses,5
1044,"I travel quite a bit for the job, and I hate to admit it, but I eat at McDonalds pretty frequently. ξThe healthy selections are actually pretty tasty and I love quarter pounders, just hold the cheese.McDonalds are generally consistent. ξI find most of them are clean and professionally run. ξ This one is an exception. ξI stopped here for a McMuffin and coffee before my flight. ξI had a 10:00 AM flight, well past the morning rush. ξThe cooking areas of the restaurant were still dirty and the service was terrible. ξThey had a radio blaring some type of music and personal bags were hanging near the food prep areas. ξThe four people working were having trouble handling the two people in line. ξAn employee in uniform (off-duty I guess) actually cut IN FRONT of me when I was in line to get her meal. ξ I complained, but it was the ""manager"" who handed her the meal. ξUnreal. ξI sent a very long email to McDonalds. ξYou naturally set the bar lower for fast food restaurants, but this McDonalds managed to limbo under with plenty of room to spare. 1 star because the McMuffin was OK.","I travel quite bit job, I hate admit it, I eat McDonalds pretty frequently. ξThe healthy selections actually pretty tasty I love quarter pounders, hold cheese.McDonalds generally consistent. find clean professionally run. ξ This one exception. stopped McMuffin coffee flight. 10:00 AM flight, well past morning rush. ξThe cooking areas restaurant still dirty service terrible. ξThey radio blaring type music personal bags hanging near food prep areas. ξThe four people working trouble handling two people line. ξAn employee uniform (off-duty I guess) actually cut IN FRONT I line get meal. ξ I complained, ""manager"" handed meal. ξUnreal. sent long email McDonalds. ξYou naturally set bar lower fast food restaurants, McDonalds managed limbo plenty room spare. 1 star McMuffin OK.",travel quite bit job hate admit eat mcdonalds pretty frequently ξthe healthy selection actually pretty tasty love quarter pounder hold cheese mcdonalds generally consistent ξi find clean professionally run ξ one exception ξi stopped mcmuffin coffee flight ξi flight well past morning rush ξthe cooking area restaurant still dirty service terrible ξthey radio blaring type music personal bag hanging near food prep area ξthe four people working trouble handling two people line ξan employee uniform duty guess actually cut front line get meal ξ complained manager handed meal ξunreal ξi sent long email mcdonalds ξyou naturally set bar lower fast food restaurant mcdonalds managed limbo plenty room spare star mcmuffin ok,5
1045,"I chose to eat here because frankly the choices were limited. ξI was neither greeted quickly or served quickly. ξMy chicken biscuit came in tact, but was luke warm at best. ξUltimately it tasted like cardboard, I could not finish it even though I was hungry.","I chose eat frankly choices limited. neither greeted quickly served quickly. ξMy chicken biscuit came tact, luke warm best. ξUltimately tasted like cardboard, I could finish even though I hungry.",chose eat frankly choice limited ξi neither greeted quickly served quickly ξmy chicken biscuit came tact luke warm best ξultimately tasted like cardboard could finish even though hungry,6
1046,"There are good and bad fast food restaurants around, but this is a good one. I come in here a lot, and the service is always good. Also, the store stays clean.","There good bad fast food restaurants around, good one. I come lot, service always good. Also, store stays clean.",good bad fast food restaurant around good one come lot service always good also store stay clean,8
1047,"Can you please retrain everyone in your store on how to make a proper oatmeal? ξYours is the only location where it is a watery mess EVERY TIME. ξService in the drive thru is usually okay and polite, so I threw in an extra star.","Can please retrain everyone store make proper oatmeal? ξYours location watery mess EVERY TIME. ξService drive thru usually okay polite, I threw extra star.",please retrain everyone store make proper oatmeal ξyours location watery mess every time ξservice drive thru usually okay polite threw extra star,1
1048,"Now that the renovations are almost totally complete, this place is really snazzy. You have to admit that the former was starting to become an eyesore for Montrose. However, the new place looks fantastic and very inviting. There is just about always a line of cars here in the morning. I love the fact that they now use egg whites on some items, which lowers the calories. The staff is still -- well at $8/hour you get what you get. Don't expect service you might at Mark's, because it is is McDonald's. However, they do what they can to help get you through the line.I wished that they were open earlier on the weekends, but will say that they have some of the best fountain Diet Coke in the area.","Now renovations almost totally complete, place really snazzy. You admit former starting become eyesore Montrose. However, new place looks fantastic inviting. There always line cars morning. I love fact use egg whites items, lowers calories. The staff still -- well $8/hour get get. Don't expect service might Mark's, McDonald's. However, help get line.I wished open earlier weekends, say best fountain Diet Coke area.",renovation almost totally complete place really snazzy admit former starting become eyesore montrose however new place look fantastic inviting always line car morning love fact use egg white item lower calorie staff still well hour get get expect service might mark mcdonald however help get line wished open earlier weekend say best fountain diet coke area,5
1049,"How the hell do you screw up three orders of the same thing that consist of ONE item?? ξMy two friends and I all ordered large hazelnut iced coffees. ξSo why did we all get three regular hot coffees?The lady was rude and said that is what we asked for. ξThis is the second time I've come here and it's not even worth getting a cup of coffee to put up with that kid of hassle. ξThank goodness there is a Dunkin' Donuts that opened up to get real coffee at a good price. ξOh, and they are nice as hell there!","How hell screw three orders thing consist ONE item?? ξMy two friends I ordered large hazelnut iced coffees. ξSo get three regular hot coffees?The lady rude said asked for. ξThis second time I've come even worth getting cup coffee put kid hassle. ξThank goodness Dunkin' Donuts opened get real coffee good price. ξOh, nice hell there!",hell screw three order thing consist one item ξmy two friend ordered large hazelnut iced coffee ξso get three regular hot coffee lady rude said asked ξthis second time come even worth getting cup coffee put kid hassle ξthank goodness dunkin donut opened get real coffee good price ξoh nice hell,1
1050,"Slowest fast food ever!!!! I waited too long just to order my food, and then waited even longer just to pay. Then waited even more just to get my food. It took over 15 minutes and only 3 cats were I'm front of me.","Slowest fast food ever!!!! I waited long order food, waited even longer pay. Then waited even get food. It took 15 minutes 3 cats I'm front me.",slowest fast food ever waited long order food waited even longer pay waited even get food took minute cat front,1
1051,"I typically don't review chains, but I feel the need to say the service was amazing, but the food and coffee was subpar, even for McDonald's. The coffee they served me had bits of coffee grounds in it. They were nice enough to change it for me, but they had to toss the whole pot because grounds were in the pot. The hash browns were dripping in grease, again...unusual, even for McDonald's. This particular location has a ton of homeless people too, so you really need to eat and leave quickly, or else prepare to get bothered.","I typically review chains, I feel need say service amazing, food coffee subpar, even McDonald's. The coffee served bits coffee grounds it. They nice enough change me, toss whole pot grounds pot. The hash browns dripping grease, again...unusual, even McDonald's. This particular location ton homeless people too, really need eat leave quickly, else prepare get bothered.",typically review chain feel need say service amazing food coffee subpar even mcdonald coffee served bit coffee ground nice enough change toss whole pot ground pot hash brown dripping grease unusual even mcdonald particular location ton homeless people really need eat leave quickly else prepare get bothered,9
1052,"2013 McDonald's modern update. ξNo play place so dining room is small. ξOn bus route so customers cover all facets of America from police to street people. ξSome staff great, others object to a 3 cent tea refill. ξAnd that's why I'm not a regular anymore.","2013 McDonald's modern update. ξNo play place dining room small. ξOn bus route customers cover facets America police street people. ξSome staff great, others object 3 cent tea refill. ξAnd that's I'm regular anymore.",mcdonald modern update ξno play place dining room small ξon bus route customer cover facet america police street people ξsome staff great others object cent tea refill ξand regular anymore,1
1053,"Everyone has stopped here at one time or another, either to cure a hangover in the morning, or to sober up after the bars.Service is one shade above grumpysaurus. But they spit out warm food and it is reliably unhealthy, will make you hate yourself, and you will need to buy the next size up in pants.But who has time to cook breakfast and/or sober up food for themselves? Let McD's do it for you cheaply and reasonably quickly - with the exception of obvious long lines that would take a long time to work through, things move quick enough for fast food.","Everyone stopped one time another, either cure hangover morning, sober bars.Service one shade grumpysaurus. But spit warm food reliably unhealthy, make hate yourself, need buy next size pants.But time cook breakfast and/or sober food themselves? Let McD's cheaply reasonably quickly - exception obvious long lines would take long time work through, things move quick enough fast food.",everyone stopped one time another either cure hangover morning sober bar service one shade grumpysaurus spit warm food reliably unhealthy make hate need buy next size pant time cook breakfast sober food let mcd cheaply reasonably quickly exception obvious long line would take long time work thing move quick enough fast food,4
1054,"Why are the store hours on the door? Why are they not on this page? It is a 0 rating from me because they are closed and there are NO ξhours posted. Starving, craving a bacon egg cheese biscuit and no idea what time 4am? 5am? tired and hungry after a long night of work ... CLOSED... on this sight everything else about the place BUT the hours!I will NEVER go there!","Why store hours door? Why page? It 0 rating closed NO ξhours posted. Starving, craving bacon egg cheese biscuit idea time 4am? 5am? tired hungry long night work ... CLOSED... sight everything else place BUT hours!I NEVER go there!",store hour door page rating closed ξhours posted starving craving bacon egg cheese biscuit idea time tired hungry long night work closed sight everything else place hour never go,4
1055,I like mocha frappes and usually when I get them at the drive through they are messy and dripping over the side of the cup. At this location I got a clean cup so they are getting a positive review.,I like mocha frappes usually I get drive messy dripping side cup. At location I got clean cup getting positive review.,like mocha frappe usually get drive messy dripping side cup location got clean cup getting positive review,8
1056,Hit or miss. Usually good food but sometimes they have a long wait and give you your order wrong,Hit miss. Usually good food sometimes long wait give order wrong,hit miss usually good food sometimes long wait give order wrong,8
1057,"Normally I'd never bother to review a McDonald's because one in Buffalo is the same as one in Boise, so it has to be something pretty remarkable to get me to comment about a chain burger joint.This isn't going to be about the food. McDonald's food is, well, let's be charitable and say ""not good"" and leave it there. This is about the restaurant itself. If you go to this one, take a weapon. This is derelict central for every crackheaded wacko in Montrose and that's a lot of wackos. Sleeping drunks, people loudly arguing with someone only they can see, the ""staring off into space and drooling"" types, the homeless folks having a full-on bath in the restroom sink, and a multitude of those who have a VERY broad interpretation of ""personal hygiene"". ξEating anything from McDonald's is challenging enough in a vacuum. With the ""regulars"" here, it's more than I can contemplate. If you absolutely MUST use this location, for the love of God, use the drive thru.","Normally I'd never bother review McDonald's one Buffalo one Boise, something pretty remarkable get comment chain burger joint.This going food. McDonald's food is, well, let's charitable say ""not good"" leave there. This restaurant itself. If go one, take weapon. This derelict central every crackheaded wacko Montrose that's lot wackos. Sleeping drunks, people loudly arguing someone see, ""staring space drooling"" types, homeless folks full-on bath restroom sink, multitude VERY broad interpretation ""personal hygiene"". ξEating anything McDonald's challenging enough vacuum. With ""regulars"" here, I contemplate. If absolutely MUST use location, love God, use drive thru.",normally never bother review mcdonald one buffalo one boise something pretty remarkable get comment chain burger joint going food mcdonald food well let charitable say good leave restaurant go one take weapon derelict central every crackheaded wacko montrose lot wacko sleeping drunk people loudly arguing someone see staring space drooling type homeless folk full bath restroom sink multitude broad interpretation personal hygiene ξeating anything mcdonald challenging enough vacuum regular contemplate absolutely must use location love god use drive thru,8
1058,"I have been coming by here every week for about three months now when...about one to three times thorugh the drive thru. Mostly lunch for a snack and rarely breakfast. Here, the service is really friendly and good, only once did I have a problem and that problem frustrated me when there was a woman who couldn't understand what I was ordering, but that was only once and I don't think I ever recalled seeing her before or afterwards. Well besides that they usually have some kind of meal deals, or they recently had for a couple of months free Frappe Fridays...you tend to see the same faces, food is always as ordered, lines are long, could be too long, but actually the drive thru moves by pretty quickly. like a minute a car and I don't think that's bad at all compared to other places.","I coming every week three months when...about one three times thorugh drive thru. Mostly lunch snack rarely breakfast. Here, service really friendly good, I problem problem frustrated woman understand I ordering, I think I ever recalled seeing afterwards. Well besides usually kind meal deals, recently couple months free Frappe Fridays...you tend see faces, food always ordered, lines long, could long, actually drive thru moves pretty quickly. like minute car I think that's bad compared places.",coming every week three month one three time thorugh drive thru mostly lunch snack rarely breakfast service really friendly good problem problem frustrated woman understand ordering think ever recalled seeing afterwards well besides usually kind meal deal recently couple month free frappe friday tend see face food always ordered line long could long actually drive thru move pretty quickly like minute car think bad compared place,0
1059,Very horrible Micky Ds! Very dirty and just a horrible place to take the kids too!,Very horrible Micky Ds! Very dirty horrible place take kids too!,horrible micky d dirty horrible place take kid,0
1060,"This is my favorite McDonalds (store 13777) in Houston. ξThe employees are always friendly and seem to enjoy working together. ξToday when I stopped in the restaurant was tastefully decorated for Valentine's Day. ξThe guy next to me ordered and was given his meal for free if he high five'd another patron. ξThe employees really enjoyed his reaction and doing something nice for someone. ξWhen I paid using my AmEx I was told that I earn points every time I use that card at McDonald's and I had enough points to pay for my meal. ξI know these may ξseem like small things but but they put a smile on a lot of people's faces. ξMy day was happier for having been treated so nicely and I intend to pay it forward. ξFor all of the negative commenters: ξBe nice. ξThe employees are working very hard and should be treated well. ξTry looking at them and saying hello before you just bark your order. ξAlso, this McDonald's is always clean and tidy!","This favorite McDonalds (store 13777) Houston. ξThe employees always friendly seem enjoy working together. ξToday I stopped restaurant tastefully decorated Valentine's Day. ξThe guy next ordered given meal free high five'd another patron. ξThe employees really enjoyed reaction something nice someone. ξWhen I paid using AmEx I told I earn points every time I use card McDonald's I enough points pay meal. know may ξseem like small things put smile lot people's faces. ξMy day happier treated nicely I intend pay forward. ξFor negative commenters: ξBe nice. ξThe employees working hard treated well. ξTry looking saying hello bark order. ξAlso, McDonald's always clean tidy!",favorite mcdonalds store houston ξthe employee always friendly seem enjoy working together ξtoday stopped restaurant tastefully decorated valentine day ξthe guy next ordered given meal free high five another patron ξthe employee really enjoyed reaction something nice someone ξwhen paid using amex told earn point every time use card mcdonald enough point pay meal ξi know may ξseem like small thing put smile lot people face ξmy day happier treated nicely intend pay forward ξfor negative commenters ξbe nice ξthe employee working hard treated well ξtry looking saying hello bark order ξalso mcdonald always clean tidy,9
1061,"This place is terrible! ξI should have gone next door to Boston Market. ξBut my daughter could not wait to eat the good home cooked meal I had at home after church. ξ1) The drive thru moved so freaking slow. 2) You could barely hear the individual through the speaker. ξWhen I informed the cashier, they looked at me like I was crazy. 3) I ordered a kid's meal nuggets & a snack wrap. ξThere was something fishy about the apples. ξMy daughter was disgusted with the way they looked. ξI have no clue how they missed that & had the audacity to place them in a customer's bag.4) They were in a rush to move us along & I had to ask twice for the rest of my order. And has to remind them of what I ordered. ξ5) they asked me if I wanted a Barbie toy, but received something completely different. I would have so preferred Chick-Fil-A, but they are closed on Sundays & I do understand that. ξYou got to get your praise on because my daughter & I sure do on Sundays. Note to management: ξGET IT TOGETHER!! And after I leave DSW, I'm returning those tacky apples.","This place terrible! gone next door Boston Market. ξBut daughter could wait eat good home cooked meal I home church. ξ1) The drive thru moved freaking slow. 2) You could barely hear individual speaker. ξWhen I informed cashier, looked like I crazy. 3) I ordered kid's meal nuggets & snack wrap. ξThere something fishy apples. ξMy daughter disgusted way looked. clue missed & audacity place customer's bag.4) They rush move us along & I ask twice rest order. And remind I ordered. ξ5) asked I wanted Barbie toy, received something completely different. I would preferred Chick-Fil-A, closed Sundays & I understand that. ξYou got get praise daughter & I sure Sundays. Note management: ξGET IT TOGETHER!! And I leave DSW, I'm returning tacky apples.",place terrible ξi gone next door boston market ξbut daughter could wait eat good home cooked meal home church ξ drive thru moved freaking slow could barely hear individual speaker ξwhen informed cashier looked like crazy ordered kid meal nugget snack wrap ξthere something fishy apple ξmy daughter disgusted way looked ξi clue missed audacity place customer bag rush move u along ask twice rest order remind ordered ξ asked wanted barbie toy received something completely different would preferred chick fil closed sunday understand ξyou got get praise daughter sure sunday note management ξget together leave dsw returning tacky apple,9
1062,Unless you speak Spanish don't bother trying to order. It's really quite annoying especially when they try to up sell you and you already don't have a clue what they are saying !!,Unless speak Spanish bother trying order. It's really quite annoying especially try sell already clue saying !!,unless speak spanish bother trying order really quite annoying especially try sell already clue saying,2
1063,"If what you do is burgers, and burgers require fresh bread, the LEAST you could do is have THAT. Bread=stale.","If burgers, burgers require fresh bread, LEAST could THAT. Bread=stale.",burger burger require fresh bread least could bread stale,2
1064,"It was raining when I went to this McDonald's drive thru. A noteworthy point: do not go thru the drive thru in rainy weather. It is not covered at the order speaker and there is inadequate coverage at the order windows as well. I ordered a ten piece nugget combo large with fries. The nuggets had gristle in them and several seemed undercooked. The large Dr. Pepper was tasteless: they had let the syrup run out. I did not notice the drink until we left. Overall, I was disappointed. The fries were good though. The drive thru order taker was courteous though so I have to give them points for that.","It raining I went McDonald's drive thru. A noteworthy point: go thru drive thru rainy weather. It covered order speaker inadequate coverage order windows well. I ordered ten piece nugget combo large fries. The nuggets gristle several seemed undercooked. The large Dr. Pepper tasteless: let syrup run out. I notice drink left. Overall, I disappointed. The fries good though. The drive thru order taker courteous though I give points that.",raining went mcdonald drive thru noteworthy point go thru drive thru rainy weather covered order speaker inadequate coverage order window well ordered ten piece nugget combo large fry nugget gristle several seemed undercooked large dr pepper tasteless let syrup run notice drink left overall disappointed fry good though drive thru order taker courteous though give point,6
1065,"Went in her about a month ago and order a breakfast taco and a chicken biscuit for breakfast. ξThe breakfast taco was good, but the ckn biscuit literally looked days old. I contacted mcdonalds corporate via email to let them know. The kindly responded in email and with a call as well as send me a certificate for a free breakfast on the. ξI think cool they responded super fast and reasonably. So I take my coupon down to the same Mcdonalds and the guy at the register who could barely speak English proceeded to tell me I could not use it unless I ordered and paid for 1 breakfast meal as well. Not being able to convince him of what the coupon clearly said, I just left. I emailed corporate twice again, but no response.","Went month ago order breakfast taco chicken biscuit breakfast. ξThe breakfast taco good, ckn biscuit literally looked days old. I contacted mcdonalds corporate via email let know. The kindly responded email call well send certificate free breakfast the. think cool responded super fast reasonably. So I take coupon Mcdonalds guy register could barely speak English proceeded tell I could use unless I ordered paid 1 breakfast meal well. Not able convince coupon clearly said, I left. I emailed corporate twice again, response.",went month ago order breakfast taco chicken biscuit breakfast ξthe breakfast taco good ckn biscuit literally looked day old contacted mcdonalds corporate via email let know kindly responded email call well send certificate free breakfast ξi think cool responded super fast reasonably take coupon mcdonalds guy register could barely speak english proceeded tell could use unless ordered paid breakfast meal well able convince coupon clearly said left emailed corporate twice response,5
1066,"If you like unhappy and rude customer service, this is the place. @1:30am its taking 17 minutes at the drive thru for 1 order of 20 piece mcnuggets. Terrible. Not coming back.","If like unhappy rude customer service, place. @1:30am taking 17 minutes drive thru 1 order 20 piece mcnuggets. Terrible. Not coming back.",like unhappy rude customer service place taking minute drive thru order piece mcnuggets terrible coming back,1
1067,"I don't go to McDonald's on a usual basis as I'm a healthy eater. ξBut I decided to go to drive-thru to get a chocolate-dipped cone. ξFor .99 cents, it's a great deal and it's delicious. ξJust eat it inside the restaurant because it's going to melt quickly if you eat it in the car.","I go McDonald's usual basis I'm healthy eater. ξBut I decided go drive-thru get chocolate-dipped cone. ξFor .99 cents, great deal delicious. ξJust eat inside restaurant going melt quickly eat car.",go mcdonald usual basis healthy eater ξbut decided go drive thru get chocolate dipped cone ξfor cent great deal delicious ξjust eat inside restaurant going melt quickly eat car,8
1068,"My friend and I came here to grab a quick bite before heading to the REI Garage Sale. ξLet's set the stage:EXT McDonald's Drive-Through WindowOrder placed: #3 on the breakfast menu, oatmeal, and a coffee with one cream two sugars. ξDriver goes to first window pays. ξInstead of returning the card quickly, the cashier proceeds to have a 3-minute girl-talk with another coworker.Car drives to second window. ξDriver and passenger watch a dude make instant oatmeal. ξIt appears to take several minutes. ξWorker disdainfully hands a bag and coffee to the driver. ξDriver asks passenger (me) to check the order as driving away. ξNo oatmeal inside nor a spoon.Driver parks, walks back in, retrieves said missing items, tiredly gets back in car. Driver happily looks on the coffee, which was not prepared according to order.^Perhaps not a tragedy, but definitely a comedy of errors that tells me not to patronize this McDonald's again.","My friend I came grab quick bite heading REI Garage Sale. ξLet's set stage:EXT McDonald's Drive-Through WindowOrder placed: #3 breakfast menu, oatmeal, coffee one cream two sugars. ξDriver goes first window pays. ξInstead returning card quickly, cashier proceeds 3-minute girl-talk another coworker.Car drives second window. ξDriver passenger watch dude make instant oatmeal. ξIt appears take several minutes. ξWorker disdainfully hands bag coffee driver. ξDriver asks passenger (me) check order driving away. ξNo oatmeal inside spoon.Driver parks, walks back in, retrieves said missing items, tiredly gets back car. Driver happily looks coffee, prepared according order.^Perhaps tragedy, definitely comedy errors tells patronize McDonald's again.",friend came grab quick bite heading rei garage sale ξlet set stage ext mcdonald drive windoworder placed breakfast menu oatmeal coffee one cream two sugar ξdriver go first window pay ξinstead returning card quickly cashier proceeds minute girl talk another coworker car drive second window ξdriver passenger watch dude make instant oatmeal ξit appears take several minute ξworker disdainfully hand bag coffee driver ξdriver asks passenger check order driving away ξno oatmeal inside spoon driver park walk back retrieves said missing item tiredly get back car driver happily look coffee prepared according order perhaps tragedy definitely comedy error tell patronize mcdonald,8
